478,Greenwich St at Franklin St,3,19
480,Steiner St at California St,3,19
486,Arguello Blvd at Edward St,3,19
488,Jennings St at Egbert Ave,3,19
492,Webster St at Clay St,3,19
493,Folsom St at 7th St,3,19
497,Alemany Blvd at Silver Ave,3,19
503,London St at Geneva Ave,3,19
509,Evans Ave at Newhall St,3,19
512,Divisadero St at Clay St,3,19
520,23rd Ave at Clement St,3,19
524,34th Ave at Balboa St,3,19
528,Stanyan St at Geary Blvd,3,19
529,Arlington St at Roanoke St,3,19
531,28th Ave at Geary Blvd,3,19
419,Fern St at Polk St,3,21
445,Natoma St at New Montgomery St,3,21
466,5th Ave at Anza St,3,21
471,Turk Blvd at Stanyan St,3,21
499,Otis St at Brady St,3,22
6,The Embarcadero at Sansome St,3,23
8,The Embarcadero at Vallejo St,3,23
12,Pier 1/2 at The Embarcadero,3,23
13,Commercial St at Montgomery St,3,23
20,Mechanics Monument Plaza (Market St at Bush St),3,23
23,The Embarcadero at Steuart St,3,23
27,Beale St at Harrison St,3,23
34,Father Alfred E Boeddeker Park,3,23
54,Alamo Square (Steiner St at Fulton St),3,23
91,Berry St at King St,3,23
98,Valencia St at 16th St,3,23
107,17th St at Dolores St,3,23
109,17th St at Valencia St,3,23
110,17th & Folsom Street Park (17th St at Folsom St),3,23
121,Mission Playground,3,23
127,Valencia St at 21st St,3,23
131,22nd St at Dolores St,3,23
134,Valencia St at 24th St,3,23
139,Garfield Square (25th St at Harrison St),3,23
352,Goettingen St at Bacon St,3,23
365,Turk St at Fillmore St,3,23
373,Potrero del Sol Park (25th St at Utah St),3,23
380,Masonic Ave at Turk St,3,23
434,Carroll Ave at 3rd St,3,23
436,McKinnon Ave at 3rd St,3,23
440,Carl St at Cole St,3,23
441,Chestnut St at Van Ness Ave,3,23
451,10th Ave at Irving St,3,23
454,7th Ave at Cabrillo St,3,23
462,Cruise Terminal at Pier 27,3,23
477,17th Ave at Geary Blvd,3,23
482,Brannan St at 7th St,3,23
496,Green St at Van Ness Ave,3,23
498,Frida Kahlo Way at Cloud Cir,3,23
514,Laurel St at California St,3,23
515,18th Ave at California St,3,23
516,Clement St at 32nd Ave,3,23
519,Townsend St at 6th St,3,23
521,48th Ave at Cabrillo St,3,23
502,Delano Ave at Oneida Ave,3,24
506,7th Ave at Clement St,3,24
517,Spruce St at California St,3,24
16,Market St at Steuart St,3,25
92,Mission Bay Kids Park,3,25
468,Grove St at Gough St,3,25
38,The Embarcadero at Pier 38,3,26
29,O'Farrell St at Divisadero St,3,27
39,Scott St at Golden Gate Ave,3,27
51,Parker Ave at McAllister St,3,27
52,McAllister St at Baker St,3,27
53,Grove St at Divisadero,3,27
55,Webster St at Grove St,3,27
56,Koshland Park,3,27
59,S Van Ness Ave at Market St,3,27
61,Howard St at 8th St,3,27
71,Broderick St at Oak St,3,27
72,Page St at Scott St,3,27
73,Pierce St at Haight St,3,27
74,Laguna St at Hayes St,3,27
78,Folsom St at 9th St,3,27
85,Church St at Duboce Ave,3,27
87,Folsom St at 13th St,3,27
88,11th St at Bryant St,3,27
89,Division St at Potrero Ave,3,27
90,Townsend St at 7th St,3,27
93,4th St at Mission Bay Blvd S,3,27
95,Sanchez St at 15th St,3,27
101,15th St at Potrero Ave,3,27
115,Jackson Playground,3,27
120,Mission Dolores Park,3,27
285,Webster St at O'Farrell St,3,27
324,Union Square (Powell St at Post St),3,27
336,Potrero Ave at Mariposa St,3,27
343,Bryant St at 2nd St,3,27
345,Hubbell St at 16th St,3,27
349,Howard St at 6th St,3,27
368,Myrtle St at Polk St,3,27
369,Hyde St at Post St,3,27
381,20th St at Dolores St,3,27
384,Jackson St at Polk St,3,27
399,Bay St at Fillmore St,3,27
411,Octavia Blvd at Page St,3,27
431,Judson Ave at Gennessee St,3,27
450,Funston Ave at Irving St,3,27
457,7th Ave at Irving St,3,27
461,Terry Francois Blvd at Mission Bay Blvd N,3,27
463,Heron's Head Park,3,27
469,Ellis St at Pierce St,3,27
474,14th Ave at Geary Blvd,3,27
481,O'Farrell St at Masonic Ave,3,27
483,7th St at King St,3,27
485,Funston Ave at Fulton St,3,27
489,Funston Ave at Clement St,3,27
490,9th Ave at Geary Blvd,3,27
508,St. Joseph's Ave at Geary Blvd,3,27
513,Alameda St at Henry Adams St,3,27
530,Post St at Baker St,3,27
540,Eucalyptus Dr at 20th Ave,3,27
543,Great Hwy at Balboa St,3,27
545,7th Ave at Lawton St,3,27
400,Buchanan St at North Point St,3,28
17,Embarcadero BART Station (Beale St at Market St),3,29
511,Anza St at Collins St,3,29
49,S Park St at 3rd St,3,30
487,Powell St at Columbus Ave,3,30
537,Font Blvd at Arballo Dr,3,30
10,Washington St at Kearny St,3,31
14,Clay St at Battery St,3,31
22,Howard St at Beale St,3,31
31,Raymond Kimbell Playground,3,31
41,Golden Gate Ave at Polk St,3,31
43,San Francisco Public Library (Grove St at Hyde St),3,31
44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3,31
47,4th St at Harrison St,3,31
58,Market St at 10th St,3,31
60,8th St at Ringold St,3,31
70,Central Ave at Fell St,3,31
116,Mississippi St at 17th St,3,31
126,Esprit Park,3,31
321,Folsom St at 5th St,3,31
350,8th St at Brannan St,3,31
355,23rd St at Tennessee St,3,31
364,China Basin St at 3rd St,3,31
375,Grove St at Masonic Ave,3,31
383,Golden Gate Ave at Franklin St,3,31
439,Post St at Divisadero St,3,31
500,Battery St at Filbert St,3,31
510,Post St at Webster St,3,31
534,Fulton St at Laguna St,3,31
541,Holloway Ave at Arellano Ave,3,31
533,Front St at California St,3,32
3,Powell St BART Station (Market St at 4th St),3,35
4,Cyril Magnin St at Ellis St,3,35
5,Powell St BART Station (Market St at 5th St),3,35
11,Davis St at Jackson St,3,35
19,Post St at Kearny St,3,35
36,Folsom St at 3rd St,3,35
75,Market St at Franklin St,3,35
80,Townsend St at 5th St,3,35
81,Berry St at 4th St,3,35
104,4th St at 16th St,3,35
130,22nd St Caltrain Station,3,35
363,Salesforce Transit Center (Natoma St at 2nd St),3,35
467,Brannan St at Colin P Kelly Jr St,3,35
549,North Point St at Polk St,3,35
37,2nd St at Folsom St,3,37
15,San Francisco Ferry Building (Harry Bridges Plaza),3,38
21,Montgomery St BART Station (Market St at 2nd St),3,39
50,2nd St at Townsend St,3,39
66,3rd St at Townsend St,3,39
527,Tehama St at 1st St,3,39
412,Glen Park BART Station,3,40
316,1st St at San Carlos St,5,3
314,Santa Clara St at Almaden Blvd,5,11
341,Fountain Alley at S 2nd St,5,11
275,Julian St at 6th St,5,15
279,Santa Clara St at 7th St,5,15
291,Autumn Parkway at Coleman Ave,5,15
299,Bestor Art Park,5,15
301,Willow St at Vine St,5,15
306,Saint James Park,5,15
308,San Pedro Square,5,15
318,San Carlos St at Market St,5,15
388,Backesto Park (Jackson St at 13th St),5,15
392,Sonora Ave at 1st St,5,15
407,Bird Ave at Coe Ave,5,15
475,22nd St at William St,5,15
476,19th St at William St,5,15
208,4th St at San Carlos St,5,19
277,W Julian St at N Morrison St,5,19
281,9th St at San Fernando St,5,19
282,E Virginia St at S 2nd St,5,19
283,Delmas Ave and San Fernando St,5,19
286,San Carlos St at 11th St,5,19
287,Almaden Blvd at Balbach St,5,19
290,George St at 1st St,5,19
292,Empire St at 1st St,5,19
297,Locust St at Grant St,5,19
300,Palm St at Willow St,5,19
311,Paseo De San Antonio at 2nd St,5,19
317,San Salvador St at 9th St,5,19
327,5th St at San Salvador St,5,19
391,1st St at Younger Ave,5,19
401,Skyport Dr at Technology Dr,5,19
404,21st St at Santa Clara St,5,19
415,Delmas Ave at Virginia St,5,19
418,17th St at Santa Clara St,5,19
421,23rd St at Taylor St,5,19
425,Bird Ave at Willow St,5,19
426,San Carlos St at Meridian Ave,5,19
444,Mercado Way at Sierra Rd,5,19
494,Park Ave at Laurel Grove Ln,5,19
495,St James St at 9th St,5,19
35,Cahill Park,5,23
276,Julian St at The Alameda,5,23
278,The Alameda at Bush St,5,23
280,San Fernando St at 7th St,5,23
289,5th St at Taylor St,5,23
295,William St at 10th St,5,23
298,Oak St at 1st St,5,23
303,San Pedro St at Hedding St,5,23
305,Ryland Park,5,23
307,SAP Center,5,23
309,San Jose City Hall,5,23
310,San Fernando St at 4th St,5,23
313,Almaden Blvd at San Fernando St,5,23
357,2nd St at Julian St,5,23
389,Taylor St at 9th St,5,23
393,Asbury St at The Alameda,5,23
394,10th St at Empire St,5,23
396,Metro Dr at Technology Dr,5,23
397,Gish Rd at 1st St,5,23
402,Raymond Bernal Jr Memorial Park (8th St at Hedding St),5,23
403,10th St at Mission St,5,23
416,Auzerais Ave at Los Gatos Creek Trail,5,23
417,Park Ave at Race St,5,23
422,Stockton Ave at Lenzen Ave,5,23
442,Newbury Park Dr at King Rd,5,23
443,3rd St at Keyes St,5,23
470,N 14th St at E Santa Clara St,5,23
472,Columbia Ave at Bird Ave,5,23
473,Willow St at Blewett Ave,5,23
491,Devine St at San Pedro St,5,23
288,Mission St at 1st St,5,27
294,Pierce Ave at Market St,5,27
296,5th St at Virginia St,5,27
304,Jackson St at 5th St,5,27
395,Kerley Dr at Rosemary St,5,27
405,Sunol St at San Carlos St,5,27
406,Parkmoor Ave at Race St,5,27
427,Auzerais Ave at Lincoln Ave,5,27
378,7th St at Empire St,5,31
423,South San Jose State (7th St at Humboldt St),5,31
312,San Jose Diridon Station,5,35
222,10th Ave at E 15th St,12,3
167,College Ave at Harwood Ave,12,7
18,Telegraph Ave at Alcatraz Ave,12,11
46,San Antonio Park,12,15
168,Alcatraz Ave at Shattuck Ave,12,15
170,Telegraph Ave at 58th St,12,15
172,College Ave at Taft Ave,12,15
173,Shattuck Ave at 55th St,12,15
175,Telegraph Ave at 49th St,12,15
188,Dover St at 57th St,12,15
189,Genoa St at 55th St,12,15
191,Market St at 40th St,12,15
194,Lakeshore Ave at Trestle Glen Rd,12,15
213,32nd St at Adeline St,12,15
218,DeFremery Park,12,15
221,6th Ave at E 12th St (Temporary Location),12,15
225,23rd Ave at Foothill Blvd,12,15
226,26th Ave at International Blvd,12,15
227,Foothill Blvd at Fruitvale Ave,12,15
230,14th St at Mandela Pkwy,12,15
237,Fruitvale BART Station,12,15
315,Market St at 45th St,12,15
158,Shattuck Ave at Telegraph Ave,12,19
159,24th St at Market St,12,19
164,Isabella St at San Pablo Ave,12,19
169,Bushrod Park,12,19
177,MacArthur Blvd at Telegraph Ave,12,19
178,Broadway at 30th St,12,19
179,Telegraph Ave at 27th St,12,19
180,Telegraph Ave at 23rd St,12,19
193,Grand Ave at Santa Clara Ave,12,19
204,55th St at Telegraph Ave,12,19
205,Miles Ave at Cavour St,12,19
209,45th St at MLK Jr Way,12,19
214,Market St at Brockhurst St,12,19
216,San Pablo Ave at 27th St,12,19
217,27th St at MLK Jr Way,12,19
219,Marston Campbell Park,12,19
220,San Pablo Ave at MLK Jr Way,12,19
228,Foothill Blvd at Harrington Ave,12,19
229,Bond St at High St,12,19
231,14th St at Filbert St,12,19
232,MLK Jr Way at 14th St,12,19
233,4th Ave at E 12th St (Temporary Location),12,19
234,Farnam St at Fruitvale Ave,12,19
235,Union St at 10th St,12,19
372,Madison St at 17th St,12,19
160,West Oakland BART Station,12,23
174,52nd St at MLK Jr Way,12,23
190,West St at 40th St,12,23
192,37th St at West St,12,23
195,Bay Pl at Vernon St,12,23
196,Grand Ave at Perkins St,12,23
197,El Embarcadero at Grand Ave,12,23
201,10th St at Fallon St,12,23
206,College Ave at Bryant Ave,12,23
207,Broadway at Coronado Ave,12,23
210,45th St at Manila,12,23
211,Broadway at 40th St,12,23
215,34th St at Telegraph Ave,12,23
224,21st St at 5th Ave,12,23
236,Market St at 8th St,12,23
338,13th St at Franklin St,12,23
171,Rockridge BART Station,12,24
162,Franklin St at 9th St,12,27
163,Lake Merritt BART Station,12,27
181,Grand Ave at Webster St,12,27
183,Telegraph Ave at 19th St,12,27
186,Lakeside Dr at 14th St,12,27
187,Jack London Square,12,27
202,Washington St at 8th St,12,27
203,Webster St at 2nd St,12,27
337,Webster St at 19th St,12,27
339,Jackson St at 11th St,12,27
176,MacArthur BART Station,12,31
182,19th Street BART Station,12,31
198,Snow Park,12,31
212,Mosswood Park,12,31
7,Frank H Ogawa Plaza,12,35
200,2nd Ave at E 18th St,12,35
150,Adeline St at 40th St,13,15
154,Doyle St at 59th St,13,15
156,Stanford Ave at Hollis St,13,15
152,47th St at San Pablo Ave,13,19
153,59th St at Horton St,13,19
155,Emeryville Public Market,13,19
157,65th St at Hollis St,13,19
148,Horton St at 40th St,13,23
149,Emeryville Town Hall,13,23
151,53rd St at Hollis St,13,23
409,2100 Powell St,13,23
385,Woolsey St at Sacramento St,14,14
166,College Ave at Alcatraz Ave,14,15
251,California St at University Ave,14,15
254,Vine St at Shattuck Ave,14,15
256,Hearst Ave at Euclid Ave,14,15
257,Fifth St at Delaware St,14,15
262,West St at University Ave,14,15
265,Ninth St at Parker St,14,15
268,Ellsworth St at Russell St,14,15
270,Ninth St at Heinz Ave,14,15
340,Harmon St at Adeline St,14,15
240,Haste St at Telegraph Ave,14,19
248,Telegraph Ave at Ashby Ave,14,19
249,Russell St at College Ave,14,19
267,Derby St at College Ave,14,19
269,Telegraph Ave at Carleton St,14,19
271,San Pablo Park,14,19
273,Fulton St at Ashby Ave,14,19
351,10th St at University Ave,14,19
274,Oregon St at Adeline St,14,20
238,MLK Jr Way at University Ave,14,23
239,Bancroft Way at Telegraph Ave,14,23
241,Ashby BART Station,14,23
242,Milvia St at Derby St,14,23
244,Shattuck Ave at Hearst Ave,14,23
247,Fulton St at Bancroft Way,14,23
252,Channing Way at Shattuck Ave,14,23
253,Haste St at College Ave,14,23
255,Virginia St at Shattuck Ave,14,23
258,University Ave at Oxford St,14,23
259,Addison St at Fourth St,14,23
263,Channing Way at San Pablo Ave,14,23
266,Parker St at Fulton St,14,23
246,Berkeley Civic Center,14,27
250,North Berkeley BART Station,14,27
245,Downtown Berkeley BART,14,29
243,Bancroft Way at College Ave,14,30
